date,ascs,phase,n_indicators
2025-12-11 05:00:00+00:00,87.81492095841449,Euphoria,10.0
2025-12-12 05:00:00+00:00,83.56682437558943,Euphoria,10.0
2025-12-15 05:00:00+00:00,80.5883879877941,Euphoria,10.0
2025-12-16 05:00:00+00:00,78.94180830797845,Late Bull,10.0
2025-12-17 05:00:00+00:00,76.20175813598867,Late Bull,10.0
2025-12-18 05:00:00+00:00,77.32456140097077,Late Bull,10.0
2025-12-19 05:00:00+00:00,80.67668681384156,Euphoria,10.0
2025-12-22 05:00:00+00:00,83.9503466661851,Euphoria,10.0
2025-12-23 05:00:00+00:00,85.67138241752242,Euphoria,10.0
2025-12-24 05:00:00+00:00,85.84738349278665,Euphoria,10.0
2025-12-26 05:00:00+00:00,86.61612165697669,Euphoria,10.0
2025-12-29 05:00:00+00:00,86.5181407934054,Euphoria,10.0
2025-12-30 05:00:00+00:00,85.6551594808404,Euphoria,10.0
2025-12-31 05:00:00+00:00,84.23339787208312,Euphoria,10.0
2026-01-02 05:00:00+00:00,87.0358919393213,Euphoria,10.0
2026-01-05 05:00:00+00:00,88.47299010699703,Euphoria,10.0
2026-01-06 05:00:00+00:00,89.96178947518969,Euphoria,10.0
2026-01-07 05:00:00+00:00,89.17771466287233,Euphoria,10.0
2026-01-08 05:00:00+00:00,86.30444892019106,Euphoria,10.0
2026-01-09 05:00:00+00:00,88.18107541585502,Euphoria,10.0
2026-01-12 05:00:00+00:00,89.91378343623468,Euphoria,10.0
2026-01-13 05:00:00+00:00,89.99384247125961,Euphoria,10.0
2026-01-14 05:00:00+00:00,88.1497528160145,Euphoria,10.0
2026-01-15 05:00:00+00:00,89.03722837804017,Euphoria,10.0
2026-01-16 05:00:00+00:00,90.53637191665551,Euphoria,10.0
2026-01-20 05:00:00+00:00,88.33600245529617,Euphoria,10.0
2026-01-21 05:00:00+00:00,87.09500726597321,Euphoria,10.0
2026-01-22 05:00:00+00:00,90.21819022805133,Euphoria,10.0
2026-01-23 05:00:00+00:00,90.2593399609688,Euphoria,10.0
2026-01-26 05:00:00+00:00,89.17380969212758,Euphoria,10.0
2026-01-27 05:00:00+00:00,91.05515602116816,Euphoria,10.0
2026-01-28 05:00:00+00:00,91.96465685119666,Euphoria,10.0
2026-01-29 05:00:00+00:00,92.10424654463601,Euphoria,10.0
2026-01-30 05:00:00+00:00,87.99417850175602,Euphoria,10.0
2026-02-02 05:00:00+00:00,87.35091884464444,Euphoria,10.0
2026-02-03 05:00:00+00:00,86.56482290215858,Euphoria,10.0
2026-02-04 05:00:00+00:00,80.62880755882682,Euphoria,10.0
2026-02-05 05:00:00+00:00,79.07484446099126,Late Bull,10.0
2026-02-06 05:00:00+00:00,81.54498702932528,Euphoria,10.0
2026-02-09 05:00:00+00:00,84.91218522036647,Euphoria,10.0
2026-02-10 05:00:00+00:00,86.87274566871187,Euphoria,10.0
2026-02-11 05:00:00+00:00,88.02709530208169,Euphoria,10.0
2026-02-12 05:00:00+00:00,85.66507157359324,Euphoria,10.0
2026-02-13 05:00:00+00:00,82.57854019752894,Euphoria,10.0
2026-02-17 05:00:00+00:00,83.0224013804878,Euphoria,10.0
2026-02-18 05:00:00+00:00,84.2184661249854,Euphoria,10.0
2026-02-19 05:00:00+00:00,84.24738838451503,Euphoria,10.0
2026-02-20 05:00:00+00:00,84.56353966861175,Euphoria,10.0
2026-02-23 05:00:00+00:00,85.38907249652482,Euphoria,10.0
2026-02-24 05:00:00+00:00,84.719068876302,Euphoria,10.0
2026-02-25 05:00:00+00:00,87.50391077393516,Euphoria,10.0
2026-02-26 05:00:00+00:00,84.78586439890606,Euphoria,10.0
2026-02-27 05:00:00+00:00,82.17489109678561,Euphoria,10.0
2026-03-02 05:00:00+00:00,80.82916265115259,Euphoria,10.0
2026-03-03 05:00:00+00:00,73.820998267832,Late Bull,10.0
2026-03-04 05:00:00+00:00,71.93812816855636,Late Bull,10.0
2026-03-05 05:00:00+00:00,74.76388736756148,Late Bull,10.0
2026-03-06 05:00:00+00:00,68.60658889913965,Late Bull,10.0
2026-03-09 04:00:00+00:00,62.111146107499664,Late Bull,10.0
2026-03-10 04:00:00+00:00,67.90711610083142,Late Bull,10.0
2026-03-11 04:00:00+00:00,69.1643010029321,Late Bull,10.0
2026-03-12 04:00:00+00:00,66.65638980918355,Late Bull,10.0
2026-03-13 04:00:00+00:00,63.0722989296483,Late Bull,10.0
2026-03-16 04:00:00+00:00,65.68918448611328,Late Bull,10.0
2026-03-17 04:00:00+00:00,69.50173217362052,Late Bull,10.0
2026-03-18 04:00:00+00:00,71.14280809651731,Late Bull,10.0
2026-03-19 04:00:00+00:00,68.34759636012676,Late Bull,10.0
2026-03-20 04:00:00+00:00,66.6656847971012,Late Bull,10.0
2026-03-23 04:00:00+00:00,64.74913900629183,Late Bull,10.0
2026-03-24 04:00:00+00:00,66.77980841633206,Late Bull,10.0
2026-03-25 04:00:00+00:00,67.27575020720433,Late Bull,10.0
2026-03-26 04:00:00+00:00,63.451017090270696,Late Bull,10.0
2026-03-27 04:00:00+00:00,59.8631095231485,Expansion,10.0
2026-03-30 04:00:00+00:00,50.767157314248614,Expansion,10.0
2026-03-31 04:00:00+00:00,55.47215002448798,Expansion,10.0
2026-04-01 04:00:00+00:00,64.08060386595096,Late Bull,10.0
2026-04-02 04:00:00+00:00,64.13474485610591,Late Bull,10.0
2026-04-06 04:00:00+00:00,67.59177184254446,Late Bull,10.0
2026-04-07 04:00:00+00:00,68.41096582925891,Late Bull,10.0
2026-04-08 04:00:00+00:00,72.75464684602126,Late Bull,10.0
2026-04-09 04:00:00+00:00,78.20030792649315,Late Bull,10.0
2026-04-10 04:00:00+00:00,81.84904277086981,Euphoria,10.0
2026-04-13 04:00:00+00:00,86.10064844075778,Euphoria,10.0
2026-04-14 04:00:00+00:00,88.47929028698218,Euphoria,10.0
2026-04-15 04:00:00+00:00,89.52678971762603,Euphoria,10.0
2026-04-16 04:00:00+00:00,90.16487737419388,Euphoria,10.0
2026-04-17 04:00:00+00:00,91.1800577356704,Euphoria,10.0
2026-04-20 04:00:00+00:00,92.7644008643199,Euphoria,10.0
2026-04-21 04:00:00+00:00,91.27619680927778,Euphoria,10.0
2026-04-22 04:00:00+00:00,90.85152164295279,Euphoria,10.0
2026-04-23 04:00:00+00:00,91.16032337358983,Euphoria,10.0
2026-04-24 04:00:00+00:00,91.0314463911134,Euphoria,10.0
2026-04-27 04:00:00+00:00,92.41206490971705,Euphoria,10.0
2026-04-28 04:00:00+00:00,92.31676927561014,Euphoria,10.0
2026-04-29 04:00:00+00:00,92.67158714742101,Euphoria,10.0
2026-04-30 04:00:00+00:00,91.04351580935811,Euphoria,10.0
2026-05-01 04:00:00+00:00,92.70858613352331,Euphoria,10.0
2026-05-04 04:00:00+00:00,92.44446062628295,Euphoria,10.0
2026-05-05 04:00:00+00:00,91.14942177006515,Euphoria,10.0
2026-05-06 04:00:00+00:00,93.28705748958303,Euphoria,10.0
2026-05-07 04:00:00+00:00,93.463339722561,Euphoria,10.0
2026-05-08 04:00:00+00:00,93.97938358007156,Euphoria,10.0
